Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
24/02/2019,317581,296386,290310,286472,365446,529264,697400,590283,535042,418055,303428,300472,284160,265288,265782,317210,562948,981979,1167278,1141463,1136032,941100,694515,483548
25/02/2019,349712,330564,325677,324064,403221,568931,716121,661803,678355,572237,461383,453789,423635,408037,404072,446492,677549,1016657,1174857,1141855,1130661,936141,685474,475527
26/02/2019,356210,335670,330776,330919,414254,585783,741186,689460,688586,575337,459388,454564,427947,415320,406159,447202,721401,1048898,1225382,1195018,1185996,986674,731172,520470
27/02/2019,401108,385892,383686,385827,465219,629437,805219,731629,715180,602455,478768,465662,436132,418614,405723,444481,710544,1066176,1195872,1166064,1156787,961653,712335,508098
28/02/2019,404206,388025,385924,387834,475004,653579,847408,762235,771273,646271,517135,500580,464138,446516,439907,489499,744077,1122412,1265293,1233468,1225781,1018249,752416,530510
01/03/2019,276081,256238,247067,292579,436507,646020,638077,651201,628323,511778,460574,470589,468703,466511,489439,642505,838669,1028812,1270655,1233841,1100318,828781,552437,356863
02/03/2019,261287,246782,243556,287908,419955,609853,581054,545069,466409,341836,276037,263886,237556,221246,242175,416607,679255,908159,1166268,1144909,1030927,788187,534771,347589
03/03/2019,257652,247838,246113,313267,468377,659181,585687,508842,421494,296931,261602,250561,221685,210693,253519,485071,737058,916368,1137669,1123902,961891,709200,470357,313606
04/03/2019,254031,244171,241601,301492,444816,625754,567497,577990,529443,425333,404140,403435,410845,424602,485262,698390,854307,973304,1130492,1098114,936760,696897,464964,318753
05/03/2019,299532,291136,290576,359699,526670,734827,665574,673553,581684,447256,409535,388807,369007,357311,385881,609078,810882,953858,1158541,1152007,983281,725550,482579,324510
06/03/2019,305834,294162,294483,345432,490116,702294,676766,679035,604802,463400,389810,376642,362815,360086,399150,593114,822822,995269,1213146,1181697,1058535,805420,543346,352493
07/03/2019,269549,253656,236886,282957,436205,650680,625229,627832,596559,485069,445773,472459,472825,479501,522802,706348,923021,1106412,1325905,1266894,1123479,844709,561980,361375
08/03/2019,276081,256238,247067,292579,436507,646020,638077,651201,628323,511778,460574,470589,468703,466511,489439,642505,838669,1028812,1270655,1233841,1100318,828781,552437,356863
09/03/2019,261287,246782,243556,287908,419955,609853,581054,545069,466409,341836,276037,263886,237556,221246,242175,416607,679255,908159,1166268,1144909,1030927,788187,534771,347589
10/03/2019,257652,247838,246113,313267,468377,659181,585687,508842,421494,296931,261602,250561,221685,210693,253519,485071,737058,916368,1137669,1123902,961891,709200,470357,313606
11/03/2019,254031,244171,241601,301492,444816,625754,567497,577990,529443,425333,404140,403435,410845,424602,485262,698390,854307,973304,1130492,1098114,936760,696897,464964,318753
12/03/2019,299532,291136,290576,359699,526670,734827,665574,673553,581684,447256,409535,388807,369007,357311,385881,609078,810882,953858,1158541,1152007,983281,725550,482579,324510
13/03/2019,305834,294162,294483,345432,490116,702294,676766,679035,604802,463400,389810,376642,362815,360086,399150,593114,822822,995269,1213146,1181697,1058535,805420,543346,352493
14/03/2019,269549,253656,236886,282957,436205,650680,625229,627832,596559,485069,445773,472459,472825,479501,522802,706348,923021,1106412,1325905,1266894,1123479,844709,561980,361375
15/03/2019,276081,256238,247067,292579,436507,646020,638077,651201,628323,511778,460574,470589,468703,466511,489439,642505,838669,1028812,1270655,1233841,1100318,828781,552437,356863
16/03/2019,261287,246782,243556,287908,419955,609853,581054,545069,466409,341836,276037,263886,237556,221246,242175,416607,679255,908159,1166268,1144909,1030927,788187,534771,347589
17/03/2019,257652,247838,246113,313267,468377,659181,585687,508842,421494,296931,261602,250561,221685,210693,253519,485071,737058,916368,1137669,1123902,961891,709200,470357,313606
18/03/2019,254031,244171,241601,301492,444816,625754,567497,577990,529443,425333,404140,403435,410845,424602,485262,698390,854307,973304,1130492,1098114,936760,696897,464964,318753
19/03/2019,299532,291136,290576,359699,526670,734827,665574,673553,581684,447256,409535,388807,369007,357311,385881,609078,810882,953858,1158541,1152007,983281,725550,482579,324510
20/03/2019,305834,294162,294483,345432,490116,702294,676766,679035,604802,463400,389810,376642,362815,360086,399150,593114,822822,995269,1213146,1181697,1058535,805420,543346,352493
21/03/2019,269549,253656,236886,282957,436205,650680,625229,627832,596559,485069,445773,472459,472825,479501,522802,706348,923021,1106412,1325905,1266894,1123479,844709,561980,361375
22/03/2019,276081,256238,247067,292579,436507,646020,638077,651201,628323,511778,460574,470589,468703,466511,489439,642505,838669,1028812,1270655,1233841,1100318,828781,552437,356863
23/03/2019,261287,246782,243556,287908,419955,609853,581054,545069,466409,341836,276037,263886,237556,221246,242175,416607,679255,908159,1166268,1144909,1030927,788187,534771,347589
24/03/2019,257652,247838,246113,313267,468377,659181,585687,508842,421494,296931,261602,250561,221685,210693,253519,485071,737058,916368,1137669,1123902,961891,709200,470357,313606
25/03/2019,254031,244171,241601,301492,444816,625754,567497,577990,529443,425333,404140,403435,410845,424602,485262,698390,854307,973304,1130492,1098114,936760,696897,464964,318753
26/03/2019,299532,291136,290576,359699,526670,734827,665574,673553,581684,447256,409535,388807,369007,357311,385881,609078,810882,953858,1158541,1152007,983281,725550,482579,324510
27/03/2019,305834,294162,294483,345432,490116,702294,676766,679035,604802,463400,389810,376642,362815,360086,399150,593114,822822,995269,1213146,1181697,1058535,805420,543346,352493
28/03/2019,269549,253656,236886,282957,436205,650680,625229,627832,596559,485069,445773,472459,472825,479501,522802,706348,923021,1106412,1325905,1266894,1123479,844709,561980,361375
29/03/2019,276081,256238,247067,292579,436507,646020,638077,651201,628323,511778,460574,470589,468703,466511,489439,642505,838669,1028812,1270655,1233841,1100318,828781,552437,356863
30/03/2019,261287,246782,243556,287908,419955,609853,581054,545069,466409,341836,276037,263886,237556,221246,242175,416607,679255,908159,1166268,1144909,1030927,788187,534771,347589
31/03/2019,257652,247838,246113,313267,468377,659181,585687,508842,421494,296931,261602,250561,221685,210693,253519,485071,737058,916368,1137669,1123902,961891,709200,470357,313606
01/04/2019,201610,193071,193697,278770,462097,534078,549113,562813,478973,364568,373776,356733,346801,341049,396631,671071,810431,876406,993117,1068039,855459,591740,371215,234850
02/04/2019,219728,212641,213257,298294,483862,536478,578870,594729,483672,362206,364790,349690,339391,329266,378411,660401,835144,912238,1021983,1112609,894554,623970,396553,256300
03/04/2019,243239,234349,235457,324131,515487,548642,609675,618974,498743,368566,367793,348729,340053,332011,382972,676103,851847,920578,1033927,1126543,899763,621178,389919,249987
04/04/2019,219850,211681,199949,265858,445821,476067,531304,541084,465975,357398,382437,415144,468866,503253,578219,843074,974853,1031984,1095423,1147008,918982,640702,421200,282444
05/04/2019,230692,219679,215675,272960,411451,440540,508293,549213,519833,471533,522099,531867,528907,521718,557940,784209,882572,923850,984489,1027747,818136,586682,399822,270771
06/04/2019,231388,223112,223816,300146,466369,521639,524380,447507,363389,248010,250677,240713,217230,209433,260449,534852,783796,859810,968006,1041586,838557,584991,372480,241416
07/04/2019,219030,210428,208069,281407,440039,491435,489389,415590,331666,222255,229153,231436,217953,229408,306791,580427,819520,903564,987648,1024567,811928,558953,345916,218395
08/04/2019,201610,193071,193697,278770,462097,534078,549113,562813,478973,364568,373776,356733,346801,341049,396631,671071,810431,876406,993117,1068039,855459,591740,371215,234850
09/04/2019,219728,212641,213257,298294,483862,536478,578870,594729,483672,362206,364790,349690,339391,329266,378411,660401,835144,912238,1021983,1112609,894554,623970,396553,256300
10/04/2019,243239,234349,235457,324131,515487,548642,609675,618974,498743,368566,367793,348729,340053,332011,382972,676103,851847,920578,1033927,1126543,899763,621178,389919,249987
11/04/2019,219850,211681,199949,265858,445821,476067,531304,541084,465975,357398,382437,415144,468866,503253,578219,843074,974853,1031984,1095423,1147008,918982,640702,421200,282444
12/04/2019,230692,219679,215675,272960,411451,440540,508293,549213,519833,471533,522099,531867,528907,521718,557940,784209,882572,923850,984489,1027747,818136,586682,399822,270771
13/04/2019,231388,223112,223816,300146,466369,521639,524380,447507,363389,248010,250677,240713,217230,209433,260449,534852,783796,859810,968006,1041586,838557,584991,372480,241416
14/04/2019,219030,210428,208069,281407,440039,491435,489389,415590,331666,222255,229153,231436,217953,229408,306791,580427,819520,903564,987648,1024567,811928,558953,345916,218395
15/04/2019,201610,193071,193697,278770,462097,534078,549113,562813,478973,364568,373776,356733,346801,341049,396631,671071,810431,876406,993117,1068039,855459,591740,371215,234850
16/04/2019,219728,212641,213257,298294,483862,536478,578870,594729,483672,362206,364790,349690,339391,329266,378411,660401,835144,912238,1021983,1112609,894554,623970,396553,256300
17/04/2019,243239,234349,235457,324131,515487,548642,609675,618974,498743,368566,367793,348729,340053,332011,382972,676103,851847,920578,1033927,1126543,899763,621178,389919,249987
18/04/2019,219850,211681,199949,265858,445821,476067,531304,541084,465975,357398,382437,415144,468866,503253,578219,843074,974853,1031984,1095423,1147008,918982,640702,421200,282444
19/04/2019,230692,219679,215675,272960,411451,440540,508293,549213,519833,471533,522099,531867,528907,521718,557940,784209,882572,923850,984489,1027747,818136,586682,399822,270771
20/04/2019,231388,223112,223816,300146,466369,521639,524380,447507,363389,248010,250677,240713,217230,209433,260449,534852,783796,859810,968006,1041586,838557,584991,372480,241416
21/04/2019,219030,210428,208069,281407,440039,491435,489389,415590,331666,222255,229153,231436,217953,229408,306791,580427,819520,903564,987648,1024567,811928,558953,345916,218395
22/04/2019,201610,193071,193697,278770,462097,534078,549113,562813,478973,364568,373776,356733,346801,341049,396631,671071,810431,876406,993117,1068039,855459,591740,371215,234850
23/04/2019,219728,212641,213257,298294,483862,536478,578870,594729,483672,362206,364790,349690,339391,329266,378411,660401,835144,912238,1021983,1112609,894554,623970,396553,256300
24/04/2019,243239,234349,235457,324131,515487,548642,609675,618974,498743,368566,367793,348729,340053,332011,382972,676103,851847,920578,1033927,1126543,899763,621178,389919,249987
25/04/2019,219850,211681,199949,265858,445821,476067,531304,541084,465975,357398,382437,415144,468866,503253,578219,843074,974853,1031984,1095423,1147008,918982,640702,421200,282444
26/04/2019,230692,219679,215675,272960,411451,440540,508293,549213,519833,471533,522099,531867,528907,521718,557940,784209,882572,923850,984489,1027747,818136,586682,399822,270771
27/04/2019,231388,223112,223816,300146,466369,521639,524380,447507,363389,248010,250677,240713,217230,209433,260449,534852,783796,859810,968006,1041586,838557,584991,372480,241416
28/04/2019,219030,210428,208069,281407,440039,491435,489389,415590,331666,222255,229153,231436,217953,229408,306791,580427,819520,903564,987648,1024567,811928,558953,345916,218395
29/04/2019,201610,193071,193697,278770,462097,534078,549113,562813,478973,364568,373776,356733,346801,341049,396631,671071,810431,876406,993117,1068039,855459,591740,371215,234850
30/04/2019,219728,212641,213257,298294,483862,536478,578870,594729,483672,362206,364790,349690,339391,329266,378411,660401,835144,912238,1021983,1112609,894554,623970,396553,256300
01/05/2019,199842,175651,161869,211171,287150,327019,434207,485581,462078,432011,481307,508708,539599,558765,615647,831686,966342,1011476,971430,1064400,863481,621949,419345,284405
02/05/2019,235694,199950,185680,229015,288557,333657,436928,479555,480699,465980,535106,574383,624187,648308,683821,874578,959771,1013007,985613,1073561,881786,643590,449194,321402
03/05/2019,301439,260600,244880,290796,356717,410941,521542,541538,511517,484528,556503,595211,573304,570998,630035,864399,940424,971128,918040,995146,771690,524015,325337,197849
04/05/2019,183517,152585,147287,241745,345299,396559,516579,433328,330751,203890,224290,223907,210959,210257,281902,632486,936854,1026329,990846,1207530,966191,643852,379083,212064
05/05/2019,186575,169634,167732,254653,339476,389591,500158,422918,325771,209090,226000,229406,218658,215978,290215,612289,901623,1002747,973701,1161611,926092,619445,363191,210611
06/05/2019,182631,169357,168958,241967,349022,378781,490022,504888,431991,343673,383501,400386,427140,450687,519767,794171,915452,977728,943789,1106949,887668,600732,364668,216161
07/05/2019,175174,159360,158683,229483,318490,352575,462027,493734,428773,374207,432474,451251,470567,492675,557411,817860,974705,1025310,987555,1108276,884589,623174,398976,250327
08/05/2019,199842,175651,161869,211171,287150,327019,434207,485581,462078,432011,481307,508708,539599,558765,615647,831686,966342,1011476,971430,1064400,863481,621949,419345,284405
09/05/2019,235694,199950,185680,229015,288557,333657,436928,479555,480699,465980,535106,574383,624187,648308,683821,874578,959771,1013007,985613,1073561,881786,643590,449194,321402
10/05/2019,301439,260600,244880,290796,356717,410941,521542,541538,511517,484528,556503,595211,573304,570998,630035,864399,940424,971128,918040,995146,771690,524015,325337,197849
11/05/2019,183517,152585,147287,241745,345299,396559,516579,433328,330751,203890,224290,223907,210959,210257,281902,632486,936854,1026329,990846,1207530,966191,643852,379083,212064
12/05/2019,186575,169634,167732,254653,339476,389591,500158,422918,325771,209090,226000,229406,218658,215978,290215,612289,901623,1002747,973701,1161611,926092,619445,363191,210611
13/05/2019,182631,169357,168958,241967,349022,378781,490022,504888,431991,343673,383501,400386,427140,450687,519767,794171,915452,977728,943789,1106949,887668,600732,364668,216161
14/05/2019,175174,159360,158683,229483,318490,352575,462027,493734,428773,374207,432474,451251,470567,492675,557411,817860,974705,1025310,987555,1108276,884589,623174,398976,250327
15/05/2019,199842,175651,161869,211171,287150,327019,434207,485581,462078,432011,481307,508708,539599,558765,615647,831686,966342,1011476,971430,1064400,863481,621949,419345,284405
16/05/2019,235694,199950,185680,229015,288557,333657,436928,479555,480699,465980,535106,574383,624187,648308,683821,874578,959771,1013007,985613,1073561,881786,643590,449194,321402
17/05/2019,301439,260600,244880,290796,356717,410941,521542,541538,511517,484528,556503,595211,573304,570998,630035,864399,940424,971128,918040,995146,771690,524015,325337,197849
18/05/2019,183517,152585,147287,241745,345299,396559,516579,433328,330751,203890,224290,223907,210959,210257,281902,632486,936854,1026329,990846,1207530,966191,643852,379083,212064
19/05/2019,186575,169634,167732,254653,339476,389591,500158,422918,325771,209090,226000,229406,218658,215978,290215,612289,901623,1002747,973701,1161611,926092,619445,363191,210611
20/05/2019,182631,169357,168958,241967,349022,378781,490022,504888,431991,343673,383501,400386,427140,450687,519767,794171,915452,977728,943789,1106949,887668,600732,364668,216161
21/05/2019,175174,159360,158683,229483,318490,352575,462027,493734,428773,374207,432474,451251,470567,492675,557411,817860,974705,1025310,987555,1108276,884589,623174,398976,250327
22/05/2019,199842,175651,161869,211171,287150,327019,434207,485581,462078,432011,481307,508708,539599,558765,615647,831686,966342,1011476,971430,1064400,863481,621949,419345,284405
23/05/2019,235694,199950,185680,229015,288557,333657,436928,479555,480699,465980,535106,574383,624187,648308,683821,874578,959771,1013007,985613,1073561,881786,643590,449194,321402
24/05/2019,301439,260600,244880,290796,356717,410941,521542,541538,511517,484528,556503,595211,573304,570998,630035,864399,940424,971128,918040,995146,771690,524015,325337,197849
25/05/2019,183517,152585,147287,241745,345299,396559,516579,433328,330751,203890,224290,223907,210959,210257,281902,632486,936854,1026329,990846,1207530,966191,643852,379083,212064
26/05/2019,186575,169634,167732,254653,339476,389591,500158,422918,325771,209090,226000,229406,218658,215978,290215,612289,901623,1002747,973701,1161611,926092,619445,363191,210611
27/05/2019,182631,169357,168958,241967,349022,378781,490022,504888,431991,343673,383501,400386,427140,450687,519767,794171,915452,977728,943789,1106949,887668,600732,364668,216161
28/05/2019,175174,159360,158683,229483,318490,352575,462027,493734,428773,374207,432474,451251,470567,492675,557411,817860,974705,1025310,987555,1108276,884589,623174,398976,250327
29/05/2019,199842,175651,161869,211171,287150,327019,434207,485581,462078,432011,481307,508708,539599,558765,615647,831686,966342,1011476,971430,1064400,863481,621949,419345,284405
30/05/2019,235694,199950,185680,229015,288557,333657,436928,479555,480699,465980,535106,574383,624187,648308,683821,874578,959771,1013007,985613,1073561,881786,643590,449194,321402
31/05/2019,301439,260600,244880,290796,356717,410941,521542,541538,511517,484528,556503,595211,573304,570998,630035,864399,940424,971128,918040,995146,771690,524015,325337,197849
01/06/2019,284115,237962,208896,233779,254459,332152,440054,445123,461219,452856,504472,541986,565090,602587,662064,837683,982614,987471,916455,953882,802510,581634,390323,259465
02/06/2019,248381,215616,196001,246025,273039,367814,489726,461718,459118,459381,508667,509105,517901,518405,582052,814171,956271,970670,909108,987394,841447,587935,374615,232475
03/06/2019,193856,172276,177269,229249,264634,357487,475313,527371,526229,520884,592362,614456,667624,720828,804332,968405,1037558,1110895,1034729,1052645,877940,626948,418764,271872
04/06/2019,222520,208576,197525,238259,268580,343885,458526,521197,509475,494931,566357,626440,682718,735686,810059,990540,1075747,1119456,1060379,1104587,950175,709917,498151,350087
05/06/2019,297640,260128,243298,275493,302980,403170,516685,575742,549039,516226,576911,620443,645097,663467,742976,963988,1084587,1141508,1083289,1099328,936567,702916,512393,377865
06/06/2019,228082,191075,172695,225688,262659,367177,513713,597195,616965,612598,679738,704160,750835,768230,854919,1092643,1199282,1240899,1135172,1179989,1014131,717169,465686,307107
07/06/2019,234007,217234,210929,254282,287953,369010,474360,520001,517546,518310,617926,705400,762079,803539,888205,1074076,1155811,1188110,1100484,1121401,966472,728548,521439,360038
08/06/2019,284115,237962,208896,233779,254459,332152,440054,445123,461219,452856,504472,541986,565090,602587,662064,837683,982614,987471,916455,953882,802510,581634,390323,259465
09/06/2019,248381,215616,196001,246025,273039,367814,489726,461718,459118,459381,508667,509105,517901,518405,582052,814171,956271,970670,909108,987394,841447,587935,374615,232475
10/06/2019,193856,172276,177269,229249,264634,357487,475313,527371,526229,520884,592362,614456,667624,720828,804332,968405,1037558,1110895,1034729,1052645,877940,626948,418764,271872
11/06/2019,222520,208576,197525,238259,268580,343885,458526,521197,509475,494931,566357,626440,682718,735686,810059,990540,1075747,1119456,1060379,1104587,950175,709917,498151,350087
12/06/2019,297640,260128,243298,275493,302980,403170,516685,575742,549039,516226,576911,620443,645097,663467,742976,963988,1084587,1141508,1083289,1099328,936567,702916,512393,377865
13/06/2019,228082,191075,172695,225688,262659,367177,513713,597195,616965,612598,679738,704160,750835,768230,854919,1092643,1199282,1240899,1135172,1179989,1014131,717169,465686,307107
14/06/2019,234007,217234,210929,254282,287953,369010,474360,520001,517546,518310,617926,705400,762079,803539,888205,1074076,1155811,1188110,1100484,1121401,966472,728548,521439,360038
15/06/2019,284115,237962,208896,233779,254459,332152,440054,445123,461219,452856,504472,541986,565090,602587,662064,837683,982614,987471,916455,953882,802510,581634,390323,259465
16/06/2019,248381,215616,196001,246025,273039,367814,489726,461718,459118,459381,508667,509105,517901,518405,582052,814171,956271,970670,909108,987394,841447,587935,374615,232475
17/06/2019,193856,172276,177269,229249,264634,357487,475313,527371,526229,520884,592362,614456,667624,720828,804332,968405,1037558,1110895,1034729,1052645,877940,626948,418764,271872
18/06/2019,222520,208576,197525,238259,268580,343885,458526,521197,509475,494931,566357,626440,682718,735686,810059,990540,1075747,1119456,1060379,1104587,950175,709917,498151,350087
19/06/2019,297640,260128,243298,275493,302980,403170,516685,575742,549039,516226,576911,620443,645097,663467,742976,963988,1084587,1141508,1083289,1099328,936567,702916,512393,377865
20/06/2019,228082,191075,172695,225688,262659,367177,513713,597195,616965,612598,679738,704160,750835,768230,854919,1092643,1199282,1240899,1135172,1179989,1014131,717169,465686,307107
21/06/2019,234007,217234,210929,254282,287953,369010,474360,520001,517546,518310,617926,705400,762079,803539,888205,1074076,1155811,1188110,1100484,1121401,966472,728548,521439,360038
22/06/2019,284115,237962,208896,233779,254459,332152,440054,445123,461219,452856,504472,541986,565090,602587,662064,837683,982614,987471,916455,953882,802510,581634,390323,259465
23/06/2019,248381,215616,196001,246025,273039,367814,489726,461718,459118,459381,508667,509105,517901,518405,582052,814171,956271,970670,909108,987394,841447,587935,374615,232475
24/06/2019,193856,172276,177269,229249,264634,357487,475313,527371,526229,520884,592362,614456,667624,720828,804332,968405,1037558,1110895,1034729,1052645,877940,626948,418764,271872
25/06/2019,222520,208576,197525,238259,268580,343885,458526,521197,509475,494931,566357,626440,682718,735686,810059,990540,1075747,1119456,1060379,1104587,950175,709917,498151,350087
26/06/2019,297640,260128,243298,275493,302980,403170,516685,575742,549039,516226,576911,620443,645097,663467,742976,963988,1084587,1141508,1083289,1099328,936567,702916,512393,377865
27/06/2019,228082,191075,172695,225688,262659,367177,513713,597195,616965,612598,679738,704160,750835,768230,854919,1092643,1199282,1240899,1135172,1179989,1014131,717169,465686,307107
28/06/2019,234007,217234,210929,254282,287953,369010,474360,520001,517546,518310,617926,705400,762079,803539,888205,1074076,1155811,1188110,1100484,1121401,966472,728548,521439,360038
29/06/2019,284115,237962,208896,233779,254459,332152,440054,445123,461219,452856,504472,541986,565090,602587,662064,837683,982614,987471,916455,953882,802510,581634,390323,259465
30/06/2019,248381,215616,196001,246025,273039,367814,489726,461718,459118,459381,508667,509105,517901,518405,582052,814171,956271,970670,909108,987394,841447,587935,374615,232475
01/07/2019,339760,302324,286243,318197,359110,428321,546114,618772,651075,654614,745740,799265,834669,887631,978088,1168294,1253160,1286285,1205617,1233150,1078165,835701,607269,443128
02/07/2019,404443,371577,339171,351865,389368,459458,589427,644746,655856,682306,773408,820190,838193,879220,951398,1167191,1309803,1343388,1266875,1285017,1126730,870406,636964,473589
03/07/2019,426326,382626,364734,397556,461754,543311,675122,761044,766802,780072,868159,937193,944557,911237,933329,1144775,1275905,1300843,1212400,1198883,1018257,787294,579034,428406
04/07/2019,373972,347129,347889,391944,447743,512018,635896,681784,664605,665553,755480,824232,888482,977442,1101043,1339678,1456530,1488554,1385078,1407053,1220355,959768,723074,530214
05/07/2019,427480,397918,374417,396207,445710,513241,645432,740817,796381,845791,940344,966333,957231,955894,966760,1207142,1345328,1299366,1191716,1245014,1093006,850759,633559,475101
06/07/2019,377444,317129,279488,306044,339991,408045,533335,533897,535747,549869,643928,713219,741360,783598,852840,1021820,1138338,1177877,1121509,1139796,999292,778597,574086,427600
07/07/2019,373380,323786,297529,316426,341670,405821,523078,550918,583518,597786,672788,753224,804045,840820,908396,1083580,1111787,1072007,996172,1026560,890751,683189,499957,366705
08/07/2019,339760,302324,286243,318197,359110,428321,546114,618772,651075,654614,745740,799265,834669,887631,978088,1168294,1253160,1286285,1205617,1233150,1078165,835701,607269,443128
09/07/2019,404443,371577,339171,351865,389368,459458,589427,644746,655856,682306,773408,820190,838193,879220,951398,1167191,1309803,1343388,1266875,1285017,1126730,870406,636964,473589
10/07/2019,426326,382626,364734,397556,461754,543311,675122,761044,766802,780072,868159,937193,944557,911237,933329,1144775,1275905,1300843,1212400,1198883,1018257,787294,579034,428406
11/07/2019,373972,347129,347889,391944,447743,512018,635896,681784,664605,665553,755480,824232,888482,977442,1101043,1339678,1456530,1488554,1385078,1407053,1220355,959768,723074,530214
12/07/2019,427480,397918,374417,396207,445710,513241,645432,740817,796381,845791,940344,966333,957231,955894,966760,1207142,1345328,1299366,1191716,1245014,1093006,850759,633559,475101
13/07/2019,377444,317129,279488,306044,339991,408045,533335,533897,535747,549869,643928,713219,741360,783598,852840,1021820,1138338,1177877,1121509,1139796,999292,778597,574086,427600
14/07/2019,373380,323786,297529,316426,341670,405821,523078,550918,583518,597786,672788,753224,804045,840820,908396,1083580,1111787,1072007,996172,1026560,890751,683189,499957,366705
15/07/2019,339760,302324,286243,318197,359110,428321,546114,618772,651075,654614,745740,799265,834669,887631,978088,1168294,1253160,1286285,1205617,1233150,1078165,835701,607269,443128
16/07/2019,404443,371577,339171,351865,389368,459458,589427,644746,655856,682306,773408,820190,838193,879220,951398,1167191,1309803,1343388,1266875,1285017,1126730,870406,636964,473589
17/07/2019,426326,382626,364734,397556,461754,543311,675122,761044,766802,780072,868159,937193,944557,911237,933329,1144775,1275905,1300843,1212400,1198883,1018257,787294,579034,428406
18/07/2019,373972,347129,347889,391944,447743,512018,635896,681784,664605,665553,755480,824232,888482,977442,1101043,1339678,1456530,1488554,1385078,1407053,1220355,959768,723074,530214
19/07/2019,427480,397918,374417,396207,445710,513241,645432,740817,796381,845791,940344,966333,957231,955894,966760,1207142,1345328,1299366,1191716,1245014,1093006,850759,633559,475101
20/07/2019,377444,317129,279488,306044,339991,408045,533335,533897,535747,549869,643928,713219,741360,783598,852840,1021820,1138338,1177877,1121509,1139796,999292,778597,574086,427600
21/07/2019,373380,323786,297529,316426,341670,405821,523078,550918,583518,597786,672788,753224,804045,840820,908396,1083580,1111787,1072007,996172,1026560,890751,683189,499957,366705
22/07/2019,339760,302324,286243,318197,359110,428321,546114,618772,651075,654614,745740,799265,834669,887631,978088,1168294,1253160,1286285,1205617,1233150,1078165,835701,607269,443128
23/07/2019,404443,371577,339171,351865,389368,459458,589427,644746,655856,682306,773408,820190,838193,879220,951398,1167191,1309803,1343388,1266875,1285017,1126730,870406,636964,473589
24/07/2019,426326,382626,364734,397556,461754,543311,675122,761044,766802,780072,868159,937193,944557,911237,933329,1144775,1275905,1300843,1212400,1198883,1018257,787294,579034,428406
25/07/2019,373972,347129,347889,391944,447743,512018,635896,681784,664605,665553,755480,824232,888482,977442,1101043,1339678,1456530,1488554,1385078,1407053,1220355,959768,723074,530214
26/07/2019,427480,397918,374417,396207,445710,513241,645432,740817,796381,845791,940344,966333,957231,955894,966760,1207142,1345328,1299366,1191716,1245014,1093006,850759,633559,475101
27/07/2019,377444,317129,279488,306044,339991,408045,533335,533897,535747,549869,643928,713219,741360,783598,852840,1021820,1138338,1177877,1121509,1139796,999292,778597,574086,427600
28/07/2019,373380,323786,297529,316426,341670,405821,523078,550918,583518,597786,672788,753224,804045,840820,908396,1083580,1111787,1072007,996172,1026560,890751,683189,499957,366705
29/07/2019,339760,302324,286243,318197,359110,428321,546114,618772,651075,654614,745740,799265,834669,887631,978088,1168294,1253160,1286285,1205617,1233150,1078165,835701,607269,443128
30/07/2019,404443,371577,339171,351865,389368,459458,589427,644746,655856,682306,773408,820190,838193,879220,951398,1167191,1309803,1343388,1266875,1285017,1126730,870406,636964,473589
31/07/2019,426326,382626,364734,397556,461754,543311,675122,761044,766802,780072,868159,937193,944557,911237,933329,1144775,1275905,1300843,1212400,1198883,1018257,787294,579034,428406
01/08/2019,425849,392128,382471,439179,597018,653421,772740,834174,833742,834495,937635,1010100,1081028,1071641,1045733,1198847,1281986,1334260,1301297,1375770,1159872,878347,652838,507510
02/08/2019,484449,455248,437134,487948,645240,689112,789414,825361,792701,760207,820901,848700,878712,887174,946479,1196556,1315657,1355756,1323619,1398039,1180808,903438,657972,483591
03/08/2019,399482,346773,312806,344139,465451,485741,562882,533766,527173,511011,589487,645092,688746,728821,804760,1055093,1249888,1289385,1244172,1299475,1085000,808906,579357,432484
04/08/2019,358742,325649,305205,342523,460956,482178,558684,547163,570341,590259,683720,748499,793556,794231,810414,976349,1142128,1190592,1162913,1213462,1008239,747595,525189,367808
05/08/2019,331772,287996,266534,319813,468452,500075,598163,648746,637306,628140,718265,797027,869919,896849,961810,1207554,1326924,1363486,1316281,1372939,1155735,873840,623582,441836
06/08/2019,373870,335425,327176,379692,518175,555621,653457,719172,727707,744808,825409,882458,939274,953616,1000633,1208944,1309714,1321169,1244400,1306359,1111501,865473,645486,486948
07/08/2019,456280,405979,385600,429348,569792,606666,708052,764786,748585,751096,830178,870865,914182,926508,981810,1207088,1328722,1346027,1277354,1342731,1129796,855449,626471,466805
08/08/2019,425849,392128,382471,439179,597018,653421,772740,834174,833742,834495,937635,1010100,1081028,1071641,1045733,1198847,1281986,1334260,1301297,1375770,1159872,878347,652838,507510
09/08/2019,484449,455248,437134,487948,645240,689112,789414,825361,792701,760207,820901,848700,878712,887174,946479,1196556,1315657,1355756,1323619,1398039,1180808,903438,657972,483591
10/08/2019,399482,346773,312806,344139,465451,485741,562882,533766,527173,511011,589487,645092,688746,728821,804760,1055093,1249888,1289385,1244172,1299475,1085000,808906,579357,432484
11/08/2019,358742,325649,305205,342523,460956,482178,558684,547163,570341,590259,683720,748499,793556,794231,810414,976349,1142128,1190592,1162913,1213462,1008239,747595,525189,367808
